cafeno,name,address,business_hours,tel,thumb
599,포스케이터링,서울 종로구 율곡로 75,,02-746-2620,/home/data/thumb_img/default9.jpg
602,와이엔,서울 종로구 윤보선길 71 1층,월요일,02-735-6701,/home/data/thumb_img/default10.jpg
603,가배도 삼청점,서울 종로구 북촌로5길 56-8 101호,월~목 10:00 ~ 21:00,,/home/data/thumb_img/img603.jpg
605,스모어마켓 윈터하우스,서울 종로구 율곡로3길 74-3,월요일,,/home/data/thumb_img/img605.jpg
610,카페보라 삼청본점,서울 종로구 율곡로3길 75-3 1층,매일 11:00 ~ 22:00,070-8613-5537,/home/data/thumb_img/img610.jpg
611,호아드,서울 종로구 율곡로1길 54-3,,02-725-1204,/home/data/thumb_img/img611.jpg
612,도트블랭킷,서울 종로구 윤보선길 22 1층,월~금 08:30 ~ 21:00,02-737-2220,/home/data/thumb_img/img612.jpg
615,라디오엠 삼청점,서울 종로구 삼청로2길 37-2,,02-737-4669,/home/data/thumb_img/img615.jpg
618,자작나무이야기,서울 종로구 율곡로1길 74-15,,02-730-7932,/home/data/thumb_img/img618.jpg
620,월하보이,서울 종로구 북촌로5길 26,,0507-1349-2340,/home/data/thumb_img/img620.jpg
622,차향기듣는집,서울 종로구 북촌로5길 29,매일 12:00 ~ 22:00,02-720-9691,/home/data/thumb_img/img622.jpg
624,카페이드라,서울 종로구 윤보선길 18,,070-4155-1004,/home/data/thumb_img/img624.jpg
626,커피브론즈,서울 종로구 율곡로5길 16 1층,월~금 09:30 ~ 22:00,070-4231-8221,/home/data/thumb_img/img626.jpg
627,연,서울 종로구 삼청로 84-3,"월,수,목,금,토,일 14:00 ~ 21:30",02-734-3009,/home/data/thumb_img/default1.jpg
628,그린냅,서울 종로구 북촌로5나길 3-15 1층,월요일,,/home/data/thumb_img/default9.jpg
629,전통떡카페다온,서울 종로구 북촌로5가길 35-4,,02-723-9263,/home/data/thumb_img/img629.jpg
630,Floor For Fiction,서울 종로구 북촌로5가길 3 3층,월요일,070-8890-9564,/home/data/thumb_img/img630.jpg
631,카페골목숲,"서울 종로구 삼청로 86-3 1층, 2층",매일 11:30 ~ 22:00,070-4250-1664,/home/data/thumb_img/img631.jpg
632,cafe LN,서울 종로구 북촌로5나길 5,월~토 10:00 ~ 22:00,02-722-7597,/home/data/thumb_img/img632.jpg
633,오설록 티하우스 현대미술관점,서울 종로구 삼청로 30,"월,화,수,목,일 10:00 ~ 18:00",02-739-9293,/home/data/thumb_img/img633.jpg
636,카페브리진,서울 종로구 삼청로 90-2,월~금 10:30 ~ 22:30,02-722-8120,/home/data/thumb_img/img636.jpg
638,커피인뜨락,서울 종로구 삼청로5길 11,매일 11:00 ~ 22:00,02-725-7776,/home/data/thumb_img/img638.jpg
639,카페죠꽁드,서울 종로구 삼청로 90-3,월요일,070-7763-0929,/home/data/thumb_img/img639.jpg
641,슈퍼커피 안국점,서울 종로구 율곡로3길 64,매일 10:00 ~ 22:00,02-722-4429,/home/data/thumb_img/img641.jpg
642,코피발리 안국점,서울 종로구 율곡로5길 19,월~토 08:00 ~ 20:00,,/home/data/thumb_img/img642.jpg
644,카페D55,서울 종로구 팔판동 55,"월,화요일",02-720-5014,/home/data/thumb_img/img644.jpg
645,커피빈 안국역점,"서울 종로구 율곡로 47 1, 2층",월~금 07:30 ~ 23:00,02-722-3356,/home/data/thumb_img/img645.jpg
646,아리랑,서울 종로구 북촌로1길 17,,02-734-1009,/home/data/thumb_img/img646.jpg
648,라플란드 드 카페,서울 종로구 삼청로 83 2층,,02-720-3090,/home/data/thumb_img/img648.jpg
649,오아재,서울 종로구 율곡로3길 74-1,,,/home/data/thumb_img/default7.jpg
650,마리웨일237 안국역점,서울 종로구 윤보선길 10 1층,,02-594-1494,/home/data/thumb_img/img650.jpg
651,카페진선,서울 종로구 삼청로 59 1층,,,/home/data/thumb_img/img651.jpg
653,도도,서울 종로구 북촌로5길 56,,,/home/data/thumb_img/default1.jpg
654,라끌레,서울 종로구 팔판길 42,,02-734-7752,/home/data/thumb_img/img654.jpg
656,올넥스트 카페코나퀸즈,서울 종로구 윤보선길 22,,,/home/data/thumb_img/img656.jpg
658,슬로우포레스트,서울 종로구 삼청로5길 20,매일 12:00 ~ 19:00,,/home/data/thumb_img/img658.jpg
661,달그락,서울 종로구 율곡로1길 52 1층,매일 11:00 ~ 21:00,02-3672-3127,/home/data/thumb_img/img661.jpg
662,파툼,서울 종로구 삼청로 86-5,"월,수,목,금 14:00 ~ 23:00",02-739-9888,/home/data/thumb_img/default5.jpg
665,커피마시는고양이,서울 종로구 율곡로3길 70,,02-720-8162,/home/data/thumb_img/default9.jpg
666,여여자연,서울 종로구 율곡로3길 80,매일 10:00 ~ 22:00,02-734-3434,/home/data/thumb_img/img666.jpg
668,에어리아카페,서울 종로구 북촌로5길 43,,,/home/data/thumb_img/default7.jpg
669,진향당,서울 종로구 율곡로 49-16 1층,,,/home/data/thumb_img/img669.jpg
672,화동커피,서울 종로구 율곡로3길 82,,02-730-5349,/home/data/thumb_img/img672.jpg
673,파인콘,서울 종로구 북촌로5가길 44,매일 11:00 ~ 20:00,02-395-8212,/home/data/thumb_img/default7.jpg
674,안국동차관,서울 종로구 윤보선길 19-18,,070-4046-1666,/home/data/thumb_img/default4.jpg
675,어나더디,서울 종로구 북촌로11다길 23,,02-546-4225,/home/data/thumb_img/img675.jpg
676,로로스,서울 종로구 윤보선길 36,,02-722-0400,/home/data/thumb_img/default7.jpg
678,슬로우파크,서울 종로구 율곡로1길 44,,02-739-8797,/home/data/thumb_img/img678.jpg
680,갤러리안단테 삼청점,서울 종로구 삼청로2길 32,,02-3444-0914,/home/data/thumb_img/default8.jpg
681,Bingo,서울 종로구 율곡로3길 75-3,,,/home/data/thumb_img/default7.jpg
683,달,서울 종로구 삼청로 94-1,월~금 10:00 ~ 22:00,02-735-7355,/home/data/thumb_img/default8.jpg
684,퐁당,서울 종로구 윤보선길 10,,0505-365-6334,/home/data/thumb_img/default6.jpg
685,몬스터캠퍼스,서울 종로구 율곡로3길 74-3,,,/home/data/thumb_img/default2.jpg
686,작은숲,서울 종로구 윤보선길 20,,,/home/data/thumb_img/default7.jpg
688,한옥찻집,서울 종로구 인사동12길 9,,02-737-0538,/home/data/thumb_img/img688.jpg
689,이분의일라운드,서울 종로구 팔판길 30-1,,02-735-1752,/home/data/thumb_img/img689.jpg
692,츄로101 삼청점,서울 종로구 삼청로 99,매일 10:00 ~ 22:00,02-734-9834,/home/data/thumb_img/img692.jpg
696,카페그라노,서울 종로구 삼청로 30 국립현대미술관 서울관 1층,,,/home/data/thumb_img/img696.jpg
697,폴인팬케이크,서울 종로구 삼청로 108,매일 11:00 ~ 21:00,,/home/data/thumb_img/default3.jpg
699,빨강숲,서울 종로구 삼청로 75-8,,,/home/data/thumb_img/default5.jpg
700,달새는달만생각한다,서울 종로구 인사동12길 14-3,매일 10:00 ~ 23:00,02-720-6229,/home/data/thumb_img/default6.jpg
701,나무,서울 종로구 소격동 14-5 아크로폴리스빌딩 1층,,02-735-1629,/home/data/thumb_img/default1.jpg
702,돌봄티 종로점,서울 종로구 율곡로 56 운현하늘빌딩 2층,,,/home/data/thumb_img/default1.jpg
705,카페ICAM,서울 종로구 삼청로 65-4,,070-8200-6611,/home/data/thumb_img/default4.jpg
706,귀천,서울 종로구 인사동14길 14,,02-3210-2288,/home/data/thumb_img/img706.jpg
711,아이디어스스토어,서울 종로구 인사동12길 12-4,,1668-3652,/home/data/thumb_img/img711.jpg
714,카페호미,서울 종로구 삼청로 22,월~금 10:00 ~ 18:00,,/home/data/thumb_img/img714.jpg
717,에피파니,서울 종로구 삼청로7길 19-13,,02-730-7775,/home/data/thumb_img/default4.jpg
719,꽃이피움,서울 종로구 우정국로 68 동덕빌딩 1층,월~금 08:00 ~ 21:30,02-720-0090,/home/data/thumb_img/img719.jpg
720,경인미술관 전통다원,서울 종로구 인사동10길 11-4 경인미술관 내,,02-733-4448,/home/data/thumb_img/default7.jpg
721,해빛,서울 종로구 율곡로 39 3층,,02-733-9118,/home/data/thumb_img/default8.jpg
722,카페호세,서울 종로구 삼청로 90-3,,,/home/data/thumb_img/img722.jpg
726,커피볶는집,서울 종로구 삼일대로 469 서원빌딩 지하1층,,,/home/data/thumb_img/default7.jpg
727,오설록 티하우스 인사동점,서울 종로구 인사동길 45-1,매일 10:00 ~ 22:00,02-732-6427,/home/data/thumb_img/img727.jpg
734,스타벅스 삼청동점,서울 종로구 삼청로 111-1 1층,월~금 07:30 ~ 17:00,1522-3232,/home/data/thumb_img/img734.jpg
735,북촌아이,서울 종로구 북촌로11길 78,월요일,02-734-7753,/home/data/thumb_img/default8.jpg
737,찬스사주작명카페,서울 종로구 인사동길 57 2층,매일 11:00 ~ 21:00,02-732-7320,/home/data/thumb_img/img737.jpg
740,스타벅스 경복궁사거리점,서울 종로구 율곡로 6 트윈트리타워 B동 101호,월~금 07:30 ~ 17:30,1522-3232,/home/data/thumb_img/img740.jpg
743,카페아이엠티 종로수송점,서울 종로구 율곡로4길 7 1층,,02-730-2828,/home/data/thumb_img/img743.jpg
748,커피빈 삼청동점,"서울 종로구 삼청로 109 2,3층",월~금 08:00 ~ 22:00,02-730-5177,/home/data/thumb_img/img748.jpg
749,커피로드102,서울 종로구 삼청로 102,,,/home/data/thumb_img/img749.jpg
751,라라브레드 안국점,서울 종로구 율곡로 24,,,/home/data/thumb_img/img751.jpg
752,삼청동커피,서울 종로구 삼청로 91-1 1층,,,/home/data/thumb_img/img752.jpg
753,아틀리에송,서울 종로구 율곡로6길 23,,,/home/data/thumb_img/img753.jpg
755,안녕인사동타이거슈가 인사동점,서울 종로구 인사동길 49,,,/home/data/thumb_img/img755.jpg
756,아로마스토리,서울 종로구 삼일대로 461 1층 115호,,,/home/data/thumb_img/default10.jpg
758,푸른꽃,서울 종로구 북촌로5나길 91,,02-6083-9011,/home/data/thumb_img/default5.jpg
762,유담,서울 종로구 인사동16길 15,,02-735-9337,/home/data/thumb_img/default7.jpg
764,꾸까 광화문점,서울 종로구 율곡로 1 2층,,1661-1031,/home/data/thumb_img/img764.jpg
765,까페이탈리아 안국역점,서울 종로구 율곡로 88 삼환빌딩 1층,,02-860-0731,/home/data/thumb_img/default7.jpg
769,삼화령,서울 종로구 인사동14길 20,,02-722-1533,/home/data/thumb_img/img769.jpg
770,맥애덤스커피,서울 종로구 율곡로6길 29,,,/home/data/thumb_img/default10.jpg
772,즐거운찻집,서울 종로구 인사동길 55-2,,070-4178-6887,/home/data/thumb_img/img772.jpg
774,흐린세상건너기,서울 종로구 인사동14길 20,매일 12:00 ~ 24:00,02-739-5869,/home/data/thumb_img/default5.jpg
781,폴스일레븐,서울 종로구 삼청로 102,,,/home/data/thumb_img/default10.jpg
782,목향1,서울 종로구 인사동길 42-8,매일 10:00 ~ 22:00,02-2233-9239,/home/data/thumb_img/img782.jpg
788,부미,서울 종로구 돈화문로 95,,,/home/data/thumb_img/default9.jpg
789,커피라,서울 종로구 율곡로6길 13-1,,,/home/data/thumb_img/img789.jpg
790,끼룩하우스,서울 종로구 돈화문로11나길 26-4,매일 10:30 ~ 22:00,02-747-2626,/home/data/thumb_img/img790.jpg
796,숙녀미용실,서울 종로구 삼일대로32길 41,월~금 08:00 ~ 20:00,,/home/data/thumb_img/default7.jpg
798,소담,서울 종로구 인사동14길 14,,02-730-9677,/home/data/thumb_img/img798.jpg
799,타이거타이거,서울 종로구 율곡로10길 27-13 2층,매일 11:00 ~ 24:00,02-747-1986,/home/data/thumb_img/img799.jpg
800,달콤한인사,서울 종로구 인사동길 49 1층 2호,매일 10:00 ~ 22:00,02-6954-2905,/home/data/thumb_img/img800.jpg
801,도채비도반한찻집,서울 종로구 인사동길 45 인덕빌딩 2층,,02-720-5387,/home/data/thumb_img/default10.jpg
802,카카듀 인사점,서울 종로구 인사동길 35-4 인사동마루 본관 201호,월~금 10:30 ~ 21:00,,/home/data/thumb_img/img802.jpg
803,폴바셋 광화문점,서울 종로구 종로1길 50 더케이트윈타워 1층,월~금 07:00 ~ 22:00,02-3701-9170,/home/data/thumb_img/img803.jpg
804,미담헌,서울 종로구 돈화문로11다길 41,월~금 09:00 ~ 20:00,02-747-7009,/home/data/thumb_img/img804.jpg
806,카디프,서울 종로구 삼청로 103-6,,02-730-4701,/home/data/thumb_img/img806.jpg
807,노블호텔 커피라,서울 종로구 율곡로6길 13-3,,,/home/data/thumb_img/default6.jpg
808,인사동전통찻집,서울 종로구 인사동길 33-1,매일 10:00 ~ 23:00,02-723-4909,/home/data/thumb_img/img808.jpg
809,매머드 익스프레스 수송동점,서울 종로구 율곡로4길 6 1층,,02-723-0480,/home/data/thumb_img/default9.jpg
810,로댕찻집,서울 종로구 인사동16길 8-4,,02-734-0414,/home/data/thumb_img/default4.jpg
811,취명헌,서울 종로구 인사동길 50,,,/home/data/thumb_img/default8.jpg
812,프라이빗페이퍼,서울 종로구 삼청로 108-12,,02-741-9740,/home/data/thumb_img/img812.jpg
815,여유당둘라이브카페,서울 종로구 삼일대로32길 45,,02-765-0709,/home/data/thumb_img/default10.jpg
816,인티맥스 휴다인,서울 종로구 우정국로 65-6,,02-3210-0118,/home/data/thumb_img/img816.jpg
817,모깃불에달끄스릴라,서울 종로구 인사동길 58,,,/home/data/thumb_img/default8.jpg
819,바라밀,서울 종로구 우정국로 67,,,/home/data/thumb_img/default7.jpg
821,오르기브,서울 종로구 삼일대로32길 22,월~토 11:30 ~ 19:30,,/home/data/thumb_img/img821.jpg
824,디어무이,서울 종로구 돈화문로 98,,,/home/data/thumb_img/default7.jpg
825,바토,서울 종로구 율곡로6길 28,,,/home/data/thumb_img/img825.jpg
828,전통찻집지대방,서울 종로구 인사동길 33 2층,매일 10:00 ~ 24:00,02-738-5379,/home/data/thumb_img/img828.jpg
829,내생애에스프레소 2호점,서울 종로구 율곡로 18,,02-737-4894,/home/data/thumb_img/default7.jpg
830,일리고,서울 종로구 율곡로4길 7,,,/home/data/thumb_img/default1.jpg
831,이리스,서울 종로구 율곡로6길 28,,,/home/data/thumb_img/default7.jpg
832,숙녀미용실카페&펍,서울 종로구 삼일대로32길 41,월~금 08:00 ~ 20:00,,/home/data/thumb_img/img832.jpg
833,옛찻집,서울 종로구 인사동길 33-1,월~토 10:00 ~ 23:00,02-722-5332,/home/data/thumb_img/img833.jpg
834,나예쇼콜라,서울 종로구 삼청로 108-6,,,/home/data/thumb_img/img834.jpg
837,덕이다방,서울 종로구 인사동12길 7,,02-736-3967,/home/data/thumb_img/default8.jpg
839,카페온화 익선점,서울 종로구 수표로28길 21-10,,,/home/data/thumb_img/img839.jpg
841,조각하늘,서울 종로구 인사동12길 14-3,,,/home/data/thumb_img/default1.jpg
843,카페희원,서울 종로구 삼일대로32길 22-4 1층,월~토 09:00 ~ 20:00,02-6338-9481,/home/data/thumb_img/img843.jpg
847,카페세원,서울 종로구 삼일대로 453,,,/home/data/thumb_img/default7.jpg
848,전통찻집인사마루,"서울 종로구 인사동길 35-3 2,3층",,,/home/data/thumb_img/img848.jpg
852,관훈갤러리카페,서울 종로구 인사동11길 5,,02-732-6469,/home/data/thumb_img/default6.jpg
853,예술마당,서울 종로구 인사동14길 14,,,/home/data/thumb_img/default1.jpg
854,커피빈 인사점,서울 종로구 인사동4길 18 오라카이스위츠 1층,월~목 07:00 ~ 23:00,02-6262-8100,/home/data/thumb_img/img854.jpg
859,하이웨스트 익선,서울 종로구 돈화문로11다길 18,,,/home/data/thumb_img/default2.jpg
860,카페운니,서울 종로구 삼일대로32길 57,,,/home/data/thumb_img/default1.jpg
861,포비 광화문점,서울 종로구 종로3길 17 광화문D타워 1층 21호,월~금 08:00 ~ 22:30,02-2251-8125,/home/data/thumb_img/img861.jpg
863,커피기업 광화문점,서울 종로구 삼봉로 71 신라스테이 1층 102호,월~금 07:00 ~ 21:00,02-6281-3977,/home/data/thumb_img/img863.jpg
865,민화부티크,서울 종로구 삼일대로26길 24 1층,매일 11:00 ~ 23:00,02-762-2988,/home/data/thumb_img/img865.jpg
867,이바구전통찻집,서울 종로구 인사동6길 5,,02-730-2088,/home/data/thumb_img/img867.jpg
869,브릭매쉬,서울 종로구 삼일대로32길 22,,,/home/data/thumb_img/default1.jpg
873,푸어재,서울 종로구 인사동길 44,,02-725-5002,/home/data/thumb_img/default1.jpg
874,오얏꽃,서울 종로구 돈화문로11다길 15,매일 11:00 ~ 23:00,02-762-8233,/home/data/thumb_img/img874.jpg
875,서영보이,서울 종로구 우정국로 58-1,,02-722-0855,/home/data/thumb_img/default2.jpg
876,대디오,서울 종로구 율곡로2길 7 서머셋펠리스호텔 104,,,/home/data/thumb_img/img876.jpg
877,우피,서울 종로구 삼청로 113,,,/home/data/thumb_img/default6.jpg
878,가나다,서울 종로구 율곡로10길 12 1층,,,/home/data/thumb_img/default7.jpg
879,더 고유,서울 종로구 인사동길 49,,0507-367-2221,/home/data/thumb_img/default6.jpg
880,카페마루,서울 종로구 삼일대로 438,,02-764-0555,/home/data/thumb_img/img880.jpg
881,티파니,서울 종로구 삼청로 124-4,월요일,02-732-1004,/home/data/thumb_img/default5.jpg
883,크레프레이,서울 종로구 삼일대로30길 56,"첫째,셋째 월요일",02-763-0528,/home/data/thumb_img/img883.jpg
884,다예원,서울 종로구 인사동길 43,,,/home/data/thumb_img/default6.jpg
886,나무새찻집,서울 종로구 인사동길 47-9,,,/home/data/thumb_img/img886.jpg
889,플리퍼스 익선점,서울 종로구 수표로28길 31 1층,매일 10:00 ~ 23:00,,/home/data/thumb_img/img889.jpg
890,아리랑국악라이브,서울 종로구 인사동10길 24,,02-732-1108,/home/data/thumb_img/default1.jpg
893,온,서울 종로구 돈화문로11다길 17,매일 10:00 ~ 23:00,02-741-5733,/home/data/thumb_img/img893.jpg
899,밀크홀1937 종로점,서울 종로구 종로 86-1,월~금 08:00 ~ 23:00,070-8801-1937,/home/data/thumb_img/img899.jpg
904,모노레일에스프레소 트윈트리점,서울 종로구 율곡로 6 트윈트리타워 지하1층,월~금 08:00 ~ 19:00,,/home/data/thumb_img/img904.jpg
907,쪼꼬커피,서울 종로구 돈화문로11나길 42 1층,월~금 10:00 ~ 21:00,0507-1301-1041,/home/data/thumb_img/img907.jpg
911,카페뎀셀브즈,서울 종로구 삼일대로 388 1~3층,매일 10:00 ~ 23:00,02-2266-5947,/home/data/thumb_img/default1.jpg
912,달마가 인사동에 온 까닭은,서울 종로구 관훈동 24,,02-720-6540,/home/data/thumb_img/default10.jpg
914,오바바,서울 종로구 서순라길 81 금보빌딩 1층 101호,,02-6083-9167,/home/data/thumb_img/img914.jpg
