total_x,total_y
좋은 하루 보내세요.,0
오늘따라 시간이 안 가네.,0
조금만 더 힘내세요. ,0
오늘따라 시간이 안 가네.,0
"얼마 안남았어요, 힘내세요.",0
오늘따라 시간이 안 가네.,0
퇴근까지 얼마 안남았으니 조금만 더 힘내세요.,0
오늘 시간이 너무 안가네.,0
그래도 오늘은 금요일이에요.,0
오늘 시간이 너무 안가네.,0
조금만 더 힘내세요. ,0
오늘 시간이 너무 안가네.,0
"얼마 안남았어요, 힘내세요.",0
오늘 시간이 너무 안가네.,0
퇴근까지 얼마 안남았으니 조금만 더 힘내세요.,0
너무 시간이 안 가는것 같아.,0
그래도 오늘은 금요일이에요.,0
너무 시간이 안 가는것 같아.,0
조금만 더 힘내세요. ,0
너무 시간이 안 가는것 같아.,0
"얼마 안남았어요, 힘내세요.",0
너무 시간이 안 가는것 같아.,0
퇴근까지 얼마 안남았으니 조금만 더 힘내세요.,0
오늘은 미팅이 많아.,0
오늘 하루도 힘내세요.,0
오늘은 미팅이 많아.,0
미팅이 끝나면 금방 하루가 지날거에요.,0
오늘은 미팅이 많아.,0
"미팅 다 마치면 퇴근이에요, 힘내세요.",0
오늘 미팅이 많이 있네.,0
오늘 하루도 힘내세요.,0
오늘 미팅이 많이 있네.,0
미팅이 끝나면 금방 하루가 지날거에요.,0
오늘 미팅이 많이 있네.,0
"미팅 다 마치면 퇴근이에요, 힘내세요.",0
미팅이 많네.,0
오늘 하루도 힘내세요.,0
미팅이 많네.,0
미팅이 끝나면 금방 하루가 지날거에요.,0
미팅이 많네.,0
"미팅 다 마치면 퇴근이에요, 힘내세요.",0
하루가 미팅으로 꽉 차있네.,0
오늘 하루도 힘내세요.,0
하루가 미팅으로 꽉 차있네.,0
미팅이 끝나면 금방 하루가 지날거에요.,0
하루가 미팅으로 꽉 차있네.,0
"미팅 다 마치면 퇴근이에요, 힘내세요.",0
미팅이 가득이네.,0
오늘 하루도 힘내세요.,0
미팅이 가득이네.,0
미팅이 끝나면 금방 하루가 지날거에요.,0
미팅이 가득이네.,0
"미팅 다 마치면 퇴근이에요, 힘내세요.",0
이제 곧 퇴근이야.,0
오늘 하루도 수고하셨어요.,0
이제 곧 퇴근이야.,0
오늘도 수고하셨습니다.,0
이제 곧 퇴근이야.,0
고생하셨습니다.,0
이제 곧 퇴근이야.,0
하루종일 수고 많으셨어요.,0
퇴근이다!,0
오늘 하루도 수고하셨어요.,0
퇴근이다!,0
오늘도 수고하셨습니다.,0
퇴근이다!,0
고생하셨습니다.,0
퇴근이다!,0
하루종일 수고 많으셨어요.,0
곧 퇴근이야!,0
오늘 하루도 수고하셨어요.,0
곧 퇴근이야!,0
오늘도 수고하셨습니다.,0
곧 퇴근이야!,0
고생하셨습니다.,0
곧 퇴근이야!,0
하루종일 수고 많으셨어요.,0
오늘은 칼퇴 할거야.,0
오늘 하루도 수고하셨어요.,0
오늘은 칼퇴 할거야.,0
오늘도 수고하셨습니다.,0
오늘은 칼퇴 할거야.,0
고생하셨습니다.,0
오늘은 칼퇴 할거야.,0
하루종일 수고 많으셨어요.,0
오늘은 칼퇴 해야지.,0
오늘 하루도 수고하셨어요.,0
오늘은 칼퇴 해야지.,0
오늘도 수고하셨습니다.,0
오늘은 칼퇴 해야지.,0
고생하셨습니다.,0
오늘은 칼퇴 해야지.,0
하루종일 수고 많으셨어요.,0
오늘은 제때 칼퇴 해야지.,0
오늘 하루도 수고하셨어요.,0
오늘은 제때 칼퇴 해야지.,0
오늘도 수고하셨습니다.,0
오늘은 제때 칼퇴 해야지.,0
고생하셨습니다.,0
오늘은 제때 칼퇴 해야지.,0
하루종일 수고 많으셨어요.,0
정시에 딱 퇴근할거야.,0
오늘 하루도 수고하셨어요.,0
정시에 딱 퇴근할거야.,0
오늘도 수고하셨습니다.,0
정시에 딱 퇴근할거야.,0
고생하셨습니다.,0
정시에 딱 퇴근할거야.,0
하루종일 수고 많으셨어요.,0
조금 있으면 퇴근이야!,0
오늘 하루도 수고하셨어요.,0
조금 있으면 퇴근이야!,0
오늘도 수고하셨습니다.,0
조금 있으면 퇴근이야!,0
고생하셨습니다.,0
조금 있으면 퇴근이야!,0
하루종일 수고 많으셨어요.,0
곧 퇴근할거야.,0
오늘 하루도 수고하셨어요.,0
곧 퇴근할거야.,0
오늘도 수고하셨습니다.,0
곧 퇴근할거야.,0
고생하셨습니다.,0
곧 퇴근할거야.,0
하루종일 수고 많으셨어요.,0
오늘은 제때 퇴근할 수 있겠어.,0
오늘 하루도 수고하셨어요.,0
오늘은 제때 퇴근할 수 있겠어.,0
오늘도 수고하셨습니다.,0
오늘은 제때 퇴근할 수 있겠어.,0
고생하셨습니다.,0
오늘은 제때 퇴근할 수 있겠어.,0
하루종일 수고 많으셨어요.,0
퇴근해야겠어.,0
오늘 하루도 수고하셨어요.,0
퇴근해야겠어.,0
오늘도 수고하셨습니다.,0
퇴근해야겠어.,0
고생하셨습니다.,0
퇴근해야겠어.,0
하루종일 수고 많으셨어요.,0
드디어 퇴근이야.,0
오늘 하루도 수고하셨어요.,0
드디어 퇴근이야.,0
오늘도 수고하셨습니다.,0
드디어 퇴근이야.,0
고생하셨습니다.,0
드디어 퇴근이야.,0
하루종일 수고 많으셨어요.,0
정각에 퇴근할게.,0
오늘 하루도 수고하셨어요.,0
정각에 퇴근할게.,0
오늘도 수고하셨습니다.,0
정각에 퇴근할게.,0
고생하셨습니다.,0
정각에 퇴근할게.,0
하루종일 수고 많으셨어요.,0
퇴근한다~,0
오늘 하루도 수고하셨어요.,0
퇴근한다~,0
오늘도 수고하셨습니다.,0
퇴근한다~,0
고생하셨습니다.,0
퇴근한다~,0
하루종일 수고 많으셨어요.,0
퇴근할게.,0
오늘 하루도 수고하셨어요.,0
퇴근할게.,0
오늘도 수고하셨습니다.,0
퇴근할게.,0
고생하셨습니다.,0
퇴근할게.,0
하루종일 수고 많으셨어요.,0
안녕~ 내일 보자.,0
오늘 하루도 수고하셨어요.,0
안녕~ 내일 보자.,0
오늘도 수고하셨습니다.,0
안녕~ 내일 보자.,0
고생하셨습니다.,0
안녕~ 내일 보자.,0
하루종일 수고 많으셨어요.,0
"안녕, 퇴근할게.",0
오늘 하루도 수고하셨어요.,0
"안녕, 퇴근할게.",0
오늘도 수고하셨습니다.,0
"안녕, 퇴근할게.",0
고생하셨습니다.,0
"안녕, 퇴근할게.",0
하루종일 수고 많으셨어요.,0
"난 퇴근할게, 내일 봐.",0
오늘 하루도 수고하셨어요.,0
"난 퇴근할게, 내일 봐.",0
오늘도 수고하셨습니다.,0
"난 퇴근할게, 내일 봐.",0
고생하셨습니다.,0
"난 퇴근할게, 내일 봐.",0
하루종일 수고 많으셨어요.,0
"퇴근할게, 수고했어.",0
오늘 하루도 수고하셨어요.,0
"퇴근할게, 수고했어.",0
오늘도 수고하셨습니다.,0
"퇴근할게, 수고했어.",0
고생하셨습니다.,0
"퇴근할게, 수고했어.",0
하루종일 수고 많으셨어요.,0
"응, 좋은 하루.",0
오늘도 좋은 하루 되세요.,0
"응, 좋은 하루.",0
마지막까지 힘내세요.,0
"응, 좋은 하루.",0
남은 업무도 잘 마무리 하세요.,0
잘 보냈어.,0
오늘도 좋은 하루 되세요.,0
잘 보냈어.,0
오늘도 좋은 하루 되십시오.,0
잘 보냈어.,0
오늘도 좋은 하루 보내세요.,0
잘 보냈어.,0
좋은 하루 되세요.,0
잘 보냈어.,0
즐거운 하루 되세요.,0
잘 보냈어.,0
행복한 하루 보내세요.,0
잘 보냈지.,0
오늘도 좋은 하루 되세요.,0
잘 보냈지.,0
오늘도 좋은 하루 되십시오.,0
잘 보냈지.,0
오늘도 좋은 하루 보내세요.,0
잘 보냈지.,0
좋은 하루 되세요.,0
잘 보냈지.,0
즐거운 하루 되세요.,0
잘 보냈지.,0
행복한 하루 보내세요.,0
잘 보내고 왔어.,0
오늘도 좋은 하루 되세요.,0
잘 보내고 왔어.,0
오늘도 좋은 하루 되십시오.,0
잘 보내고 왔어.,0
오늘도 좋은 하루 보내세요.,0
잘 보내고 왔어.,0
좋은 하루 되세요.,0
잘 보내고 왔어.,0
즐거운 하루 되세요.,0
잘 보내고 왔어.,0
행복한 하루 보내세요.,0
"그럼, 잘 보냈지.",0
오늘도 좋은 하루 되세요.,0
"그럼, 잘 보냈지.",0
오늘도 좋은 하루 되십시오.,0
"그럼, 잘 보냈지.",0
오늘도 좋은 하루 보내세요.,0
"그럼, 잘 보냈지.",0
좋은 하루 되세요.,0
"그럼, 잘 보냈지.",0
즐거운 하루 되세요.,0
"그럼, 잘 보냈지.",0
행복한 하루 보내세요.,0
"응, 잘 보내고 왔지.",0
이번 주도 힘내세요.,0
"응, 잘 보내고 왔지.",0
이번 한 주도 힘내세요.,0
"응, 잘 보내고 왔지.",0
힘찬 한 주 되세요.,0
정말 잘 보내고 왔어.,0
이번 주도 힘내세요.,0
정말 잘 보내고 왔어.,0
이번 한 주도 힘내세요.,0
정말 잘 보내고 왔어.,0
힘찬 한 주 되세요.,0
그럭저럭.,0
이번 주도 힘내세요.,0
그럭저럭.,0
이번 한 주도 힘내세요.,0
그럭저럭.,0
힘찬 한 주 되세요.,0
안녕.,0
어제는 별일 없으셨나요?,0
"응, 안녕.",0
휴식은 좀 취하셨나요?,0
"컴패니언, 뭐해?",0
쉬는 중이에요.,0
"컴패니언, 너 뭐해?",0
노래 듣고 있어요.,0
음악 좀 틀어줘.,0
업무에 도움이 될만한 클래식 어떨까요?,0
햄버거 먹고싶어.,0
오늘 식사는 그걸로 하면 되겠네요!,0
"오늘 세시에 회의있어, 30분 전에 알려줘.",0
네 알겠습니다.,0
지친다 오늘.,0
"얼마 안남았어요, 힘내세요.",0
전화 온 것 있니?,0
몇 통 있습니다.,0
오늘 일은 다 끝냈어.,0
너무 수고하셨어요.,0
오늘 업무 다했어.,0
수고 많으셨어요.,0
퇴근 하고싶다.,0
곧 퇴근이에요!,0
지금 밖에 비와?,0
"네, 조금씩 오고 있어요.",0
밖에 비 오니?,0
"네, 우산 챙기세요.",0
실내 온도가 어떻게 돼?,0
24도입니다.,0
밖에 기온 좀 알려줘.,0
30도에요. 더운 날씨 입니다.,0
이제 퇴근해도 되겠지?,0
네 그럼요.,0
안이 좀 더운거 같아.,0
에어컨을 켜는건 어떨까요?,0
지금 좀 춥네.,0
히터를 켜시는 것이 좋을것 같아요.,0
밖에 더운가?,0
네 30도에요.,0
오늘 덥지?,0
네 기온이 높아요.,0
밖이 화창해 보이네.,0
날씨가 아주 맑습니다.,0
오늘은 더우니까 냉면을 먹어야겠어.,0
좋은 생각이에요.,0
추운데 뭘 먹는게 좋을까?,0
따뜻한 차 한잔 하세요.,0
눈 오는것 같은데?,0
"네, 눈길 조심하세요.",0
너는 오늘 기분 어때?,0
기분 좋은 하루에요.,0
무슨 생각해?,0
아무 생각도 안하는걸요.,0
넌 뭐야?,0
잘 모르겠어요.,0
기분이 영 별로야.,0
무슨 일 있으신가요?,0
스토리 3시까지 만들어주세요.,1
에픽 먼저 3시까지 만들어주세요.,1
에픽 설정 3시까지 해주세요.,1
계획대로 에픽 설정 먼저 해주세요.,1
스토리 만들어서 스토리 포인트 지정하세요.,1
스프린트 시작해주세요.,1
스프린트 3시까지 만들어주세요.,1
스프린트 오늘까지 설정해주세요.,1
태스크 만들어주세요.,1
태스크 3시까지 만들어주세요.,1
스토리 안에 태스크로 만들어주세요.,1
에픽 안에 스토리로 만들어주세요.,1
에픽 안에 스토리는 10개씩만 만들어주세요.,1
스토리포인트 지정해주세요.,1
스토리포인트 오늘까지 다 지정하세요.,1
"에픽, 스토리만 만들죠",1
"태스크는 빼고 에픽이랑 스토리만 3시까지 만드세요,",1
태스크는 빼고 만들죠,1
스프린트 오늘 오후부터 시작하는 걸로 해주세요.,1
스프린트 오늘 오전까지 만들어서 시작해주세요.,1
오늘 프론트 관련 에픽 마무리하죠.,1
오늘 프론트에서 스토리 있는거 마무리 다 해주세요.,1
